,name,country,sector,founded,marketcap,revenue,employees,website,ceo,idDocDB
5176,CAVE INTERACTIVE,JAPAN,ENTERTAINMENT VIDEO GAMES,,87850000,,,,,37570
5177,CAVERION,FINLAND,,,1180000000,2138000,15000,HTTPS://WWW.CAVERION.COM/,MR JACOB G TZSCHE,
5178,CAVINKARE,INDIA,FMCG,1983,,,,,,
5179,CAVISSON SYSTEMS,UNITED STATES USA,IT SERVICES CONSULTING,2011,1240000000,,,HTTPS://WWW.MAPMYINDIA.COM/,,310324
5180,CAVOTEC SA,SWITZERLAND,,,,,787,,,29988
5181,CAXTON AND CTP PUBLISHERS AND PRINTERS LTD,SOUTH AFRICA,,,,,4636,,MR TERRENCE D MOOLMAN,466659
5182,CAZ,THAILAND,USED CAR RETAILER INTERNET TECH CAR RETAIL,,210000000,,,,MR SIK HONG CHUNG,316017
5183,CB ENERGIE,GERMANY,ENERGY,2011,100000000,4,4,HTTPS://WWW.CBENERGIE.DE,,330018
5184,CB LTD,JAPAN,MANAGEMENT CONSULTING,2015,,9,10,HTTPS://WWW.LIVE-LINK.LIFE/,,71213
5185,CBA,ALS N MEDI,BANK,1992,,,,,,528238
5186,CBDMD,USA,PHARMACEUTICALS,1987,20570000,1104000,6000,HTTPS://WWW.CBIZ.COM,,
5187,CBI HOLDCO TWO INC,UNITED STATES,,,,,1196,,MR EDWARD T TILLY,215642
5188,CBIZ,,FICIALSERVICES PROFESSIONALSERVICES,,2510000000,1350000000,6000,,,165211
5189,CBL PROPERTIES,USA,REIT REAL ESTATE INVESTMENT,1973,750000000,3494000,1196,HTTP://WWW.CBOE.COM/,EDWARD T TILLY,209617
5190,CBNITS,UNITED STATES OF AMERICA,IT SERVICES CONSULTING,2018,,,,,,
5191,CBO TERRITORIA,FRANCE,,1906,,,99,,MR ERIC WUILLAI,160372
5192,CBOE,UNITED STATES USA,REAL ESTATE,1906,13200000000,3820000000,1196,,,25154
5193,CBRAIN A S,DENMARK,,,,,131,,MR PER TEJS KNUDSEN,459419
5194,CBRE CLARION GLOBAL REAL ESTATE INCOME FUND,USA,,,1097000000,-16000000,,HTTPS://WWW.CBRECLARION.COM/,,181968
5195,CBRE GROUP,UNITED STATES,CONSTRUCTION,1906,25320000000,27700000000,105000,,BOB SULENTIC,520462
5196,CBS INTERACTIVE CAREERS,SAN FRANCISCO,BROADCAST ONLINE MEDIA,2007,,,3000,WWW.CBSINTERACTIVE.COM,,207536
5197,CBSI,INDIA,RECRUITMENT,1998,,,,,,171215
5198,CBT NORFOLK LTD,ACASTLEMEADOW NORWICH ENGLAND NR DE,,,,,,,,257281
5199,CBWEED,ITALY,PERSONAL HOUSEHOLD GOODS,2017,,3500000,17,HTTPS://CBWEED.COM/,,
5200,CBWEED S R L,ITALY,BENI PERSONALI,,,,35,,,119493
5201,CC INDIA,INDIA,ARCHITECTURE INTERIOR DESIGN,1967,,,,,,138725
5202,CC JAPAN INCOME GROWTH TRUST PLC,,,,,,,,,66781
5203,CCC HOLDINGS EUROPE SPA,ITALY,SERVICES,2019,,,,,,7429
5204,CCC INTELLIGENT SOLUTIONS,USA,SOFTWARE TECH,1980,5390000000,688000000,2250,HTTPS://CCCIS.COM/,,226212
5205,CCES,PORTUGAL,HEALTH,2009,,2070000,20,HTTPS://WWW.CCES.PT,,
5206,CCHG VPZ,UNITED KINGDOM,RETAIL,2012,,29,242,HTTPS://VPZ.CO.UK/,,460840
5207,CCL FRUIT Y VEGETALES,SPAIN,TRANSPORT,2014,,4,3,HTTPS://WWW.CCLFRUIT.ES,,97703
5208,CCOOP GROUP CO LTD,CHINA,,,2351000000,243000000,,HTTP://WWW.GONGXIAODAJI.COM/,,263382
5209,CCR,BRAZIL,,,4035000000,2409000,17934,HTTP://EN.GRUPOCCR.COM.BR/,MR MARCO ANTONIO SOUSA CAUDURO,321952
5210,CCS COMPUTERS,INDIA,IT SERVICES CONSULTING,1992,,,,,,19117
5211,CD ELEKTROMONTAGEN,GERMANY,CONSTRUCTION,2006,,4,60,HTTPS://WWW.CD-ELEKTRO.DE/,,355433
5212,CD PROJEKT,POLAND,GAMES INDUSTRY,1994,4428000000,468257487,1177,HTTPS://WWW.CDPROJEKT.COM/PL/,MR MARCIN PIOTR IWINSKI,460641
5213,CDE ASIA,INDIA,METALS MINING,2006,1350000000,,,,,518479
5214,CDK GLOBAL,USA,IT SERVICES CONSULTING,2014,5017000000,1673000000,6500,HTTPS://WWW.CDKGLOBAL.COM/,MR BRIAN MATTHEW KRZANICH,25155
5215,CDK GLOBAL CAREERS,HOFFMAN ESTATES,COMPUTER SOFTWARE,2014,,,7500,WWW.CDKGLOBAL.COM,,25155
5216,CDL HOSPITALITY TRUSTS,SINGAPORE,,,1052000000,115000000,1541,HTTP://WWW.CDLHT.COM/,MR WEE ENG YEO,96308
5217,CDL INVESTMENTS NEW ZEALAND LTD,NEW ZEALAND,,,,,,,,223030
5218,CDM SMITH,UNITED STATES,ENGINEERING CONSTRUCTION,1947,,,,,,529625
5219,CDON AB,SWEDEN,,,,,120,,,259193
5220,CDSL,INDIA,FICIAL SERVICES,,1360000000,,,,,
5221,CDW,UNITED STATES,IT INTERNET SOFTWARE SERVICES,1984,,20800000000,15000,,CHRISTINE A LEAHY,
5222,CDW CORPORATION,UNITED STATES,RETAIL,1984,25810000000,23720000000,12850,HTTPS://WWW.CDW.COM/,MS CHRISTINE A LEAHY,68848
5223,CDW HOLDING LTD,HONG KONG,,,,,,,MR MAKOTO YOSHIKAWA,226212
5224,CEAM COSTRUZIONI ELETTROMECCANICHE ASCENSORI E MONTACARICHI SRL,ITALY,,,,,,,,412968
5225,CEAO MOTOR,SPAIN,AUTOMOBILES,2002,,5299925,5,HTTP://WWW.PARDOAUTOMOCION.COM,,103621
5226,CEAT,INDIA,TIRES,1958,800000000,5,32,HTTPS://CEKAI.JP/,,212799
5227,CEAT SPECIALTY TYRES,INDIA,AUTO COMPONENTS,1924,,,,,,212799
5228,CEC EDUCATIONAL SERVICES LLC,UNITED STATES,,,,,,,,4224
5229,CEC INTERNATIONAL,TAIWAN,ENGINEERING CONSTRUCTION,1945,,,,,,76294
5230,CECEP SOLAR ENERGY,CHINA,,,4660000000,1020999,1833,HTTP://WWW.CECEPSOLAR.COM/,,246511
5231,CECO ENVIRONMENTAL,USA,ENTERTAINMENT,1983,490000000,1338000,46000,HTTPS://WWW.CEDARFAIR.COM,,206234
5232,CECONOMY,GERMANY,RETAIL AND WHOLESALE,2017,1710000000,24530000000,52000,HTTPS://WWW.CECONOMY.DE/EN/,KARSTEN WILDBERGER,
5233,CED IS SRL,ITALY,,,,,,,,99978
5234,CEDAR FAIR,,,,2250000000,1800000000,4000,,,276762
5235,CEDAR WOODS PROPERTIES LIMITED,AUSTRALIA,,,,,93,,,294469
5236,CEDCOSS TECHNOLOGIES,INDIA,SOFTWARE PRODUCT,2010,,,,,,435828
5237,CEDERGRENSKA AB,SWEDEN,,,,,574,,,259193
5238,CEDERROTH,UPPLANDS V SBY,HEALTH CARE PROVIDERS,1895,,,,,,
5239,CEDEVITA,ZAGREB,SOFT DRINKS,1929,,58139933,27,HTTPS://CELERITASTRANSPORTE.COM/,,150004
5240,CEFC HONG KONG FINANCIAL INVESTMENT COMPANY LTD,HONG KONG,,,,,181,,MR KA LUNG CHEUNG,460469
5241,CEFLA SOC COOP,ITALY,CONSTRUCTION,1932,,,,,,4493
5242,CEGEDIM SA,FRANCE,,,,,5600,,MR JEAN CLAUDE LABRUNE,29988
5243,CEIBA INVESTMENTS LTD,GUERNSEY,,,,,,,,245834
5244,CEINSYS TECH,INDIA,IT SERVICES CONSULTING,1998,,,,,,154161
5245,CEL SCI,USA,PHARMACEUTICALS BIOTECH,1918,120000000,8537000,8529,HTTPS://WWW.CELANESE.COM/,LORI J RYERKERK,99378
5246,CELANESE,UNITED STATES,CHEMICALS,1918,11850000000,9600000000,8500,HTTPS://WWW.CELONIS.COM/,LORI J RYERKERK,144452
5247,CELCOM,PARIS,MOBILE SERVICE PROVIDER,1978,,,,,,289850
5248,CELEBI DELHI CARGO TERMINAL MANAGEMENT,TURKEY,AVIATION,1958,,,,,,528383
5249,CELEBI NAS AIRPORT SERVICES INDIA,INDIA,AVIATION,2008,,,,,,27228
5250,CELEBRITY CRUISES,UNITEDSTATES,TRAVEL TOURISM,1989,,,350,WWW.CELERITY.COM,,196220
5251,CELERITAS INSURANCE BROKERS SRL,ITALY,,,,,,,,153021
5252,CELESIO,STUTTGART,PHARMACEUTICALS,1835,1570000000,5634000,24600,HTTPS://WWW.CELESTICA.COM,,
5253,CELESTIAL ASIA SECURITIES HOLDINGS LTD,HONG KONG,,,,,752,,DR PAK HOO KWAN J P JP FHKIM FHKSI MBA BBA FFA MHKSI CPM,163602
5254,CELIO FUTURE FASHION,FRANCE,RETAIL,1985,,,294,,DR ANDRE CHOULIKA PH D,59320
5255,CELKON MOBILES,,CONSUMER ELECTRONICS APPLIANCES,2009,,,,,,550131
5256,CELL C,SOUTH AFRICA,MOBILE TELECOMMUNICATIONS,2000,,,,,,171901
5257,CELLARIUS,HUNGARY,SALES MARKETING,2004,830000000,2571079,14,HTTPS://CELLARIUS.HU/,JUNG JIN SEO,208365
5258,CELLAVISION AB,SWEDEN,,,1464000000,21000000,200,HTTPS://WWW.CELLINK.COM/,MR SIMON OSTERGAARD,259193
5259,CELLCOM ISRAEL,ISRAEL,TELECOMMUNICATION,,770000000,3057000000,2779,HTTPS://CELLCOM.CO.IL/,MR ILAN SIGAL,257297
5260,CELLDEX THERAPEUTICS,USA,BIOTECH PHARMACEUTICALS,,2190000000,4000000,134,HTTPS://WWW.CELLDEX.COM/,,197018
5261,CELLECTIS,FRANCE,PHARMACEUTICALS BIOTECH,,170000000,,,,,
5262,CELLI ASSET MANAGEMENT SRL,ITALY,,,,,,,,427793
5263,CELLMID,AUSTRALIA,BEAUTY,2003,,5,25,HTTPS://CELLMID.COM.AU/,,
5264,CELLNEX TELECOM,SPAIN,TELECOMMUNICATIONS SERVICES,2008,24620000000,2990000000,2877,HTTPS://WWW.CELLNEXTELECOM.COM/,TOB AS MART NEZ GIMENO,257287
5265,CELLULANT CAREERS,NAIROBI,FICIAL SERVICES,2014,,,350,WWW.CELLULANT.COM,,460568
5266,CELLULARLINE S P A,ITALY,,,,,250,,,355425
5267,CELON LABORATORIES,INDIA,PHARMA,2007,1182000000,,,HTTPS://WWW.CENTERVENTURES.COM.TW/,,176412
5268,CELON PHARMA SA,POLAND,,,,,518,,DR MACIEJ WIECZOREK PH D,291570
5269,CELSION CORPORATION,USA,PHARMACEUTICALS BIOTECH,2004,13910000,314000000,225,HTTPS://WWW.CELSIUSHOLDINGSINC.COM/,MS SARAH M LONDON,68848
5270,CELSIUS HOLDINGS,,,,8390000000,570000000,2250,,,164149
5271,CELSIUS NETWORK,UNITED STATES,FINTECH,2017,,,,,,164149
5272,CELTIC PLC,UNITED KINGDOM,,,,,667,,MR MICHAEL GORDON KENNETH NICHOLSON,65475
5273,CELULOSA ARGENTINA,ARGENTINA,,1929,2382000000,260000000,1445,HTTP://WWW.CELULOSAARGENTINA.COM.AR/,,368731
5274,CELYAD ONCOLOGY SA,BELGIUM,,,,,95,,MR FILIPPO JOSEPH PETTI,532282
5275,CEMAT A S,DENMARK,,,,,27,,MR JAROSLAW PAWEL LIPINSKI,459419
5276,CEMBRA MONEY BANK,SWITZERLAND,BANKS FICIAL SERVICES,2013,2360000000,512000000,916,HTTPS://WWW.CEMBRA.CH/EN/,MR HOLGER LAUBENTHAL,342192
5277,CEMBRE S P A,ITALY,CEMENT BUILDING MATERIALS,,1080000000,1359000,795,HTTPS://WWW.CEMENTIRHOLDING.COM/EN,MR FRANCESCO C CALTAGIRONE JR,355425
5278,CEMBRIT,AALBORG,BUILDING MATERIALS FIXTURES,1927,,,,,,
5279,CEMENT ROADSTONE HOLDING,IRELAND,CEMENT BUILDING MATERIALS,,32480000000,,,,,20117
5280,CEMENTOS ARGOS S A,COLOMBIA,,1934,2229000000,,,HTTPS://ARGOS.CO/,,509735
5281,CEMENTOS BIO BIO SA,CHILE,RETAILING,1960,4450000000,13065000000,1301,HTTPS://WWW.CENCOSUD.COM/,MATIAS SOLA VIDELA,445448
5282,CEMENTYS,FRANCE,CONSTRUCTION,2008,,9736000,53,HTTPS://WWW.CEMENTYS.COM,,
5283,CEMEPE INVESTIMENTOS SA,BRAZIL,,,,,,,,119266
5284,CEMEX,MEXICO,CONSTRUCTION,1906,7420000000,14600000000,46206,HTTPS://WWW.CEMEX.COM/,FERDO ANGEL GONZ LEZ OLIVIERI,509735
5285,CEMIR SECURITY,ITALY,SUPPORT SERVICES,2015,940000000,2554061,149,HTTPS://WWW.CEMIRSECURITY.IT,,487224
5286,CENCOSUD,SANTIAGO,RETAIL,1960,4550000000,13065000,116214,,MR MAT AS VIDELA SOL,153292
5287,CENCOSUD SHOPPING,CHILE,,,1883000000,239000000,409,HTTPS://WWW.CENCOSUDSHOPPINGCENTERS.COM/,,244500
5288,CENDES,CHINA,,,950000000,,,,,
5289,CENDUIT INDIA SERVICES,INDIA,IT SERVICES CONSULTING,2007,,,,,,163976
5290,CENIT AG,GERMANY,,,,,675,,MR PETER SCHNECK,71278
5291,CENNTRO ELECTRIC GROUP,USA,AUTOMAKERS ELECTRIC VEHICLES MANUFACTURING SPECIALTY VEHICLES,2000,93800000,197260279,650,HTTPS://WWW.CENTRALNIC.COM/,MR BENJAMIN PETER CRAWFORD,183493
5292,CENOVUS ENERGY,CANADA,OIL GAS OPERATIONS,2009,27662000000,37030000,2413,HTTPS://WWW.CENOVUS.COM/,KEITH A MACPHAIL,91705
5293,CENTAMIN,UK,HOTEL,2016,1598000000,733000000,2556,HTTPS://WWW.CENTAMIN.COM/,MR MARTIN HORGAN,
5294,CENTAUR PHARMACEUTICALS,INDIA,HEALTHCARE,1978,330000000,,70,,DR NICHOLAS MORRELL M D MBBS,9164
5295,CENTAURO SRL,ITALY,FICE INSURANCE AND REAL ESTATE,1994,,,,,,463984
5296,CENTAURUS METALS LIMITED,AUSTRALIA,,,,,85,,MR DARREN PETER GORDON A C I S F C A B BUS CA FFIN AGIA ACIS MAI,189887
5297,CENTENE,USA,HEALTHCARE INSURANCE,1984,42990000000,125980000000,72500,HTTPS://WWW.CENTENE.COM/,MICHAEL F NEIDORFF,239181
5298,CENTER FOR CREATIVE LEADERSHIP CAREERS,GREENSBORO,HUMAN RESOURCES,1970,,,750,WWW.CCL.ORG,,157514
5299,CENTER FRESH,,CHEWING BUBBLE GUM,,,,,,,124178
5300,CENTER INTERNATIONAL GROUP,CHINA,,2003,3564000000,461000000,1029,HTTP://INTERNATIONAL-CENTER.NET/,MR XIANZHONG SHENTU,64238
5301,CENTERRA GOLD,CANADA,MINING GOLD MINING,2002,2211000000,900000000,3400,HTTPS://WWW.CENTERRAGOLD.COM/,MR SCOTT GRAEME PERRY B COMM CPA CPA,475041
5302,CENTERSPACE,USA,REAL ESTATE,1902,1010000000,201000000,32335,HTTPS://CENTERSPACEHOMES.COM/,,28974
5303,CENTEX EXPORTS,INDIA,FASHION TEXTILE,1969,,,,,,225470
5304,CENTILLION SOLUTIONS AND SERVICES,INDIA,IT SERVICES CONSULTING,2006,1701000000,1565000,33481,HTTPS://WWW.CENTRALBANK.NET.IN/,,10455
5305,CENTOFIORI,ITALY,RESTAURANTS,2014,,2,12,,,
5306,CENTOGENE N V,GERMANY,,,,,660,,,248382
5307,CENTRAIS EL TRICAS BRASILEIRAS S A ELETROBR S,BRAZIL,UTILITY COMPANIES ELECTRICITY ENERGY,1962,19120000000,8007999,12126,HTTPS://ELETROBRAS.COM,MR RODRIGO LIMP NASCIMENTO,297146
5308,CENTRAL ACADEMY SCHOOL,INDIA,EDUCATION TRAINING,1976,1731000000,69000000,221,HTTPS://WWW.CDSLINDIA.COM/,MR NEHAL NALEEN VORA,156860
5309,CENTRAL ASIA METALS PLC,UNITED KINGDOM,,,,,1023,,MR NIGEL FRANCIS ROBINSON,65475
5310,CENTRAL BANK OF CYPRUS,NICOSIA,BANKS,1963,,3400000000,32335,,VENKAT RAO MATAM,171732
5311,CENTRAL BUREAU OF INVESTIGATION,INDIA,DEFENCE AEROSPACE,1990,,,,,,281638
5312,CENTRAL CHINA LAND MEDIA,CHINA,,,1626000000,636000000,2727,HTTP://HJGY.NORINCOGROUP.COM.CN/,,462799
5313,CENTRAL COOPERATIVE BANK,SOFIA,BANKS,1991,,,,,,15833
5314,CENTRAL DE CERVEJAS,VILA FRANCA DE XIRA,BREWERS,1934,,,,,,293256
5315,CENTRAL ELECTRONICS,INDIA,GOVERNMENT,1974,,,,,,167939
5316,CENTRAL EUROPEAN MEDIA ENTERPRISES,BERMUDA,,,,,,HTTPS://CETV-NET.COM,,253606
5317,CENTRAL GARDEN PET,USA,,,2120000000,3370000000,7000,HTTPS://WWW.CENTRAL.COM,,159018
5318,CENTRAL GLASS CO LTD,JAPAN,TRANSPORTATION,1987,24270000000,8250000000,6053,,MR TADASHI SHIMIZU,20115
5319,CENTRAL HOLDING GROUP,HONG KONG,,,1254000000,138000000,431,HTTP://WWW.CHGHK.COM/,MR ZHUYUN YU,15833
5320,CENTRAL INSTITUTE OF MINING AND FUEL RESEARCH,INDIA,EDUCATION TRAINING,2007,,,,,,357737
5321,CENTRAL JAPAN RAILWAY,JAPAN,TRANSPORTATION,1987,26000000000,8300000000,30153,HTTPS://GLOBAL.JR-CENTRAL.CO.JP,KOUEI TSUGE,10265
5322,CENTRAL PACIFIC FINANCIAL,USA,BANKS FICIAL SERVICES,,580000000,360000000,,HTTP://WWW.CENTRALSECURITIES.COM/,,9589
5323,CENTRAL PATTANA,THAILAND,ENERGY ELECTRICITY,1980,9360000000,708000000,145,HTTPS://WWW.CPN.CO.TH/EN,MS WALLAYA CHIRATHIVAT,264818
5324,CENTRAL PLAINS ENVIRONMENT PROTECTION,CHINA,,,985000000,,,HTTP://WWW.CPEPGC.COM/,,206232
5325,CENTRAL PUBLIC WORKS DEPARTMENT,INDIA,GOVERNMENT,1854,,,,,,70812
5326,CENTRAL TELEGRAPH PUBLIC JOINT STOCK COMPANY,RUSSIA,,,,,100,,,86479
5327,CENTRAL TOOL ROOM TRAINING CENTRE,INDIA,INDUSTRIAL MACHINERY,1976,,,,,,244096
5328,CENTRAL WAREHOUSE SOLUTION,CZECH REPUBLIC,TRANSPORT,2015,,1788545,45,HTTPS://SKLADON.CZ/EN,,15303
5329,CENTRALE D ACHAT FRAN AISE POUR L OUTRE MER SA,FRANCE,,,,,1015,,MR HERVE GIAOUI,181296
5330,CENTRALE DEL LATTE D ITALIA S P A,ITALY,,,,,614,,EDOARDO POZZOLI,452434
5331,CENTRE FOR DEVELOPMENT OF ADVANCED COMPUTING,INDIA,IT SERVICES CONSULTING,1988,,,,,,342317
5332,CENTRE FOR SIGHT,INDIA,HEALTHCARE,1996,,,,,,221098
5333,CENTRE HOSPITALIER DE LUXEMBOURG,LUXEMBOURG CITY,HEALTH CARE PROVIDERS,1975,,,,,,244150
5334,CENTRE PARTNERS MANAGEMENT LLC,UNITED STATES,,,,,,,,210524
5335,CENTREPOINT ALLIANCE LIMITED,AUSTRALIA,,,,,,,MR ROBERT J MENCEL,452379
5336,CENTRESOFT LIMITED,UNITED KINGDOM,UTILITIES,1997,6980000000,20280000000,7000,,CHRISTOPHER O SHEA,181511
5337,CENTRIC MULTIMEDIA,ATHENS,MULTIMEDIA,1995,,,,,,298946
5338,CENTRICA,UK,UTILITIES,,,24284000,26932,,,258327
5339,CENTRIENT PHARMACEUTICALS,NETHERLANDS,PHARMA,1869,,,,,,9164
5340,CENTRO DE IMAGEM DIAGNOSTICOS SA,BRAZIL,,,,,,,MS KARLA MACIEL DOLABELLA,453574
5341,CENTRO DELL ANZIANO SRL,ITALY,HEALTH,2009,,23,139,HTTPS://WWW.CMSANTAGOSTINO.IT,,412968
5342,CENTROTEC SUSTAINABLE AG,BRILON,INDUSTRIAL MANUFACTURING,1981,,697,3115,WWW.CENTROTEC.DE,,30079
5343,CENTRUMDIRECT,INDIA,FICIAL SERVICES,1997,,,,,,
5344,CENTRUS ENERGY,USA,ENERGY URANIUM,,510000000,2212000,2512,HTTP://CENTURYALUMINUM.COM/,,199939
5345,CENTUM RAKON,INDIA,ELECTRONICS MANUFACTURING,2008,,,,,,488089
5346,CENTURIA CAPITAL GROUP,AUSTRALIA,REAL ESTATE,,5821000000,170000000,300,HTTPS://CENTURIA.COM.AU/,MR JOHN E MCBAIN,281509
5347,CENTURION PORTFOLIO MANAGERS LIMITED,UNITED KINGDOM,,,,,,,,308594
5348,CENTURION SOFTWARE SOLUTIONS,,,,,,,,,218897
5349,CENTURION UNIVERSITY OF TECHNOLOGY AND MANAGEMENT,INDIA,EDUCATION TRAINING,1997,1241000000,377000000,,HTTPS://WWW.CENTURYPLY.COM/,,84264
5350,CENTURY ALUMINUM,USA,ALUMINUM,,820000000,2900000000,2512,,,167563
5351,CENTURY CITY INTERNATIONAL HOLDINGS LTD,HONG KONG,,,,,1730,,MR YUK SUI LO,274733
5352,CENTURY COMMUNITIES,USA,CONSTRUCTION,2002,2393000000,4216000,1600,HTTPS://WWW.CENTURYCOMMUNITIES.COM/,JEFFREY STOREY,65183
5353,CENTURY ENKA,INDIA,FASHION TEXTILE,1965,1416000000,509000000,,HTTP://WWW.CENTURYTEXTIND.COM/,,357885
5354,CENTURY GLOBAL COMMODITIES CORPORATION,HONG KONG,,,,,30,,MR CHUN KWAN CHIM C A CPA CA CPA M B A MBA,391045
5355,CENTURY IRON AND STEEL INDUSTRIAL,TAIWAN,,,974000000,328000000,,HTTP://WWW.CENTURY.COM.TW/,,4168
5356,CENTURY PACIFIC FOOD,PHILIPPINES,FOOD BEVERAGE,2013,,854,2855,HTTPS://CENTURYPACIFIC.COM.PH/,,303180
5357,CENTURY PULP PAPER,INDIA,PULP PAPER,1984,860000000,,,,,399656
5358,CENTURY REAL ESTATE,INDIA,REAL ESTATE,1973,830000000,,,,,86606
5359,CENTURYPLY,INDIA,FURNITURE FURNISHING,1986,,,,,,
5360,CENVEO PUBLISHER SERVICES,UNITED STATES USA,PRINTING PUBLISHING,2003,,,,,,486825
5361,CEO EVENT MEDYA A S,TURKEY,,,,,30,,,149478
5362,CEOTRONICS AG,GERMANY,,,,,123,,MR THOMAS H GUNTHER,71278
5363,CEPO,ITALY,INDUSTRIAL GOODS,2000,200000000,4503670,22,HTTP://WWW.IMBALLAGGICEPO.IT/,,231566
5364,CEPO S R L,ITALY,PRODOTTI INDUSTRIALI,,,,4504,,,119493
5365,CEQUEL COMMUNICATIONS HOLDINGS I LLC,UNITED STATES,,,,,,,,118887
5366,CER MICAS ANORU,SPAIN,RETAIL,2015,,1,35,HTTPS://WWW.ANORU.ES/,,473484
5367,CERA SANITARYWARE,UNITED KINGDOM,BUILDING MATERIAL,1980,,,,,,349057
5368,CERAGON NETWORKS,ISRAEL,NETWORKING HARDWARE TECH TECH HARDWARE,1996,170000000,,1100,,DORON ARAZI,51611
5369,CERASCREEN,GERMANY,HEALTH,2012,,4061130,48,HTTPS://WWW.CERASCREEN.DE,,
5370,CERATIZIT,MAMER,DIVERSIFIED INDUSTRIALS,2002,,,,,,
5371,CERBERUS CYBER SENTINEL,USA,IT SECURITY TECH SOFTWARE,2015,430000000,15000000,61,HTTPS://WWW.CERBERUSSENTINEL.COM/,,103216
5372,CEREAL DOCKS SPA,ITALY,MANUFACTURING,1991,,,,,,244710
5373,CEREBRAL,UNITED STATES,HEALTH,2019,,,,,,509974
5374,CEREBRAS SYSTEMS,UNITED STATES,HARDWARE,2016,,,,,,310324
5375,CERES HELLENIC SHIPPING ENTERPRISES,PIREUS,MARINE TRANSPORTATION,1949,,,,,,194919
5376,CERES POWER,UK,HYDROGEN FUEL CELL,2001,980000000,35000000,18248,HTTPS://WWW.CERES.TECH/,LI GANG GAO,29927
5377,CERES POWER HOLDINGS PLC,UNITED KINGDOM,,,,,489,,MR PHILIP JOSEPH CALDWELL,221490
5378,CERETETH,VOLOS,RESEARCH,2006,,,,,,
5379,CEREVEL THERAPEUTICS,USA,PHARMACEUTICALS BIOTECH,2018,5130000000,0,81070,HTTPS://WWW.CEREVEL.COM/,DAVID T FEINBERG,161274
5380,CERIDIAN,USA,SOFTWARE TECH,2013,10520000000,1190000000,7462,HTTPS://WWW.CERIDIAN.COM,,149730
5381,CERIDIAN HCM HOLDING INC,UNITED STATES,,,,,7462,,MR DAVID D OSSIP,114576
5382,CERINNOV GROUP SA,FRANCE,,,,,88,,MR ARNAUD HORY,362507
5383,CERNER,UNITED STATES,HEALTH CARE EQUIPMENT SERVICES,1979,28310000000,5760000000,25150,,DAVID T FEINBERG,154163
5384,CERNER CORPORATION,NORTHKANSASCITY,,1979,28310000000,159000000,25150,HTTPS://WWW.CERUS.COM/,DR DAVID TODD FEINBERG MBA,68848
5385,CERRADO GOLD INC,CANADA,,,,,1812,,MR MARK PETER BREN,498639
5386,CERTIFICATION EUROPE ITALIA SRL,ITALY,INTERIORS,1988,,5,2656,HTTPS://WWW.ROVERSI.IT,MR ANDREA MIGELLI,532004
5387,CERTIK CAREERS,NEW YORK,COMPUTER SOFTWARE,2017,,,25,CERTIK.IO,,460568
5388,CERUS,USA,MEDICAL DEVICES BIOTECH,1996,740000000,,,,,
5389,CERVED GROUP,ITALY,,1974,2273000000,484000000,,HTTPS://COMPANY.CERVED.COM/,,174899
5390,CERVUS EQUIPMENT CORPORATION,CANADA,,,,,1548,,,170624
5391,CESAR,INDIA,PET FOOD,1899,919000000,127000000,,HTTPS://WWW.CEVA-DSP.COM/,,344918
5392,CESBRON,FRANCE,CONSTRUCTION,2012,,1,14,,,
5393,CESP COMPANHIA ENERGETICA DE SAO PAULO,BRAZIL,,,1171000000,,,HTTPS://WWW.CESP.COM.BR/,MR MARIO ANTONIO BERTONCINI,411865
5394,CESTN A STAVEBN MECHANIZMY TISOVEC,DETVA,DEFENSE,1955,,,,,,544892
5395,CET CONNECT,IRELAND,TELECOMS,1999,,15,66,HTTPS://WW.CET.IE,,52395
5396,CET STRUCTURES LTD,UNITED KINGDOM,,,,,,,,52395
5397,CETC ENERGY JOINT STOCK,CHINA,,,2767000000,,404,HTTP://WWW.JIALING.COM.CN/,,95876
5398,CETIN,PRAGUE,FIXED LINE TELECOMMUNICATIONS,2015,18160000000,,28000,,ENGINEER DANIEL BENE,274023
5399,CETPA INFOTECH,INDIA,IT SERVICES CONSULTING,2002,,,,,,115390
5400,CETTIRE LIMITED,AUSTRALIA,,,,,,,MR DEAN MINTZ,181511
5401,CEWE,GERMANY,INTERNET E COMMERCE,,680000000,,,,,
5402,CEWE STIFTUNG CO KGAA,GERMANY,,,1089000000,692000000,3600,HTTPS://COMPANY.CEWE.DE/,DR CHRISTIAN FRIEGE,30014
5403,CEX WEBUY ENTERTAINMENT,INDIA,RETAIL,1992,,,,,,467902
5404,CEZ A S,CZECH REPUBLIC,UTILITIES,2003,20163000000,9595000,27200,HTTPS://WWW.CEZ.CZ,DANIEL BENES,10510
5405,CF ASSICURAZIONI SPA COMPAGNIA DI ASSICURAZIONE PER IL CREDITO E LA FAMIGLIA,ITALY,,,,,,,,378907
5406,CF INDUSTRIES,USA,FERTILIZER,1946,17050000000,11110000000,297,HTTPS://WWW.CFINDUSTRIES.COM/,W ANTHONY WILL,450424
5407,CF INDUSTRIES HOLDINGS,ILLINOIS,CHEMICALS,1946,21950000000,6500000000,3000,,W ANTHONY WILL,17032
5408,CFC UNDERWRITING LIMITED,UNITED KINGDOM,,,,,,,,504887
5409,CFE UK,LUXEMBOURG,FICIAL SERVICES,2012,,7194002,7,HTTPS://WWW.CFE-FINANCE.COM,,408576
